candidate,regime,regime_name,seed,peg_vol,max_dev_pct,resets,haircut_pct,all_gates_pass
Robust Corridor (No D-Term),PROLONGED_STAGNANT_BEAR,Prolonged Stagnant Bear (2-Year),101,2.6550327802783045,0.3895431878369604,266,0.0,False
Robust Corridor (No D-Term),PROLONGED_STAGNANT_BEAR,Prolonged Stagnant Bear (2-Year),202,2.542823678309919,0.4245347255892762,316,0.0,False
Robust Corridor (No D-Term),PROLONGED_STAGNANT_BEAR,Prolonged Stagnant Bear (2-Year),303,2.5383711400408657,0.42562507701370267,161,0.0,False
Robust Corridor (No D-Term),PROLONGED_STAGNANT_BEAR,Prolonged Stagnant Bear (2-Year),404,2.8196558089264783,0.3978502547142937,104,0.0,False
Robust Corridor (No D-Term),PROLONGED_STAGNANT_BEAR,Prolonged Stagnant Bear (2-Year),505,2.473161888670975,0.40544255005903196,186,0.0,False
Robust Corridor (No D-Term),HIGH_YIELD,High Staking Yield Regime (q = 10%),101,2.4326863850479494,0.3744575598396471,280,0.0,False
Robust Corridor (No D-Term),HIGH_YIELD,High Staking Yield Regime (q = 10%),202,2.8290122849639903,0.46183278912217407,43,0.0,False
Robust Corridor (No D-Term),HIGH_YIELD,High Staking Yield Regime (q = 10%),303,2.93362961662597,0.44390842729500335,323,0.0,False
Robust Corridor (No D-Term),HIGH_YIELD,High Staking Yield Regime (q = 10%),404,2.953220063101688,0.46341564562089044,110,0.0,False
Robust Corridor (No D-Term),HIGH_YIELD,High Staking Yield Regime (q = 10%),505,2.3646486043953567,0.3475445215579409,224,0.0,False
Robust Corridor (No D-Term),LOW_YIELD_COMPRESSION,Low Yield Compression Regime (q = 3.5%),101,2.701279679974926,0.44478477007265926,327,0.0,False
Robust Corridor (No D-Term),LOW_YIELD_COMPRESSION,Low Yield Compression Regime (q = 3.5%),202,2.234215765032584,0.33331730552865757,156,0.0,False
Robust Corridor (No D-Term),LOW_YIELD_COMPRESSION,Low Yield Compression Regime (q = 3.5%),303,2.839580827713575,0.42039221134966276,325,0.0,False
Robust Corridor (No D-Term),LOW_YIELD_COMPRESSION,Low Yield Compression Regime (q = 3.5%),404,2.7406023741628927,0.45355362307650804,300,0.0,False
Robust Corridor (No D-Term),LOW_YIELD_COMPRESSION,Low Yield Compression Regime (q = 3.5%),505,2.6862572641358167,0.40523408572507025,223,0.0,False
Robust Corridor (No D-Term),ILLIQUID_AMM,Severely Constrained AMM Liquidity ($1.5M),101,2.6381147976160797,0.4533068274814145,287,0.0,False
Robust Corridor (No D-Term),ILLIQUID_AMM,Severely Constrained AMM Liquidity ($1.5M),202,2.8833591219163015,0.3899406816981976,29,0.0,False
Robust Corridor (No D-Term),ILLIQUID_AMM,Severely Constrained AMM Liquidity ($1.5M),303,2.3804909082903802,0.36850385462282587,324,0.0,False
Robust Corridor (No D-Term),ILLIQUID_AMM,Severely Constrained AMM Liquidity ($1.5M),404,2.7160957742569862,0.44906756931349934,0,0.0,False
Robust Corridor (No D-Term),ILLIQUID_AMM,Severely Constrained AMM Liquidity ($1.5M),505,2.7731837466120535,0.43702943811658734,223,0.0,False
